838,2016,Palencia,Blancos
45965,2016,Palencia,PP
24751,2016,Palencia,PSOE
15077,2016,Palencia,PODEMOS
12428,2016,Palencia,CS
761,2016,Palencia,PACMA
273,2016,Palencia,UPYD
202,2016,Palencia,VERDES
331,2016,Palencia,OTROS
842916,2016,LasPalmas,Censo
508957,2016,LasPalmas,Votantes
6451,2016,LasPalmas,Nulos
502506,2016,LasPalmas,Validos
3502,2016,LasPalmas,Blancos
170316,2016,LasPalmas,PP
119351,2016,LasPalmas,PSOE
113256,2016,LasPalmas,PODEMOS
65172,2016,LasPalmas,CS
17982,2016,LasPalmas,CCA
6730,2016,LasPalmas,PACMA
1552,2016,LasPalmas,VERDES
978,2016,LasPalmas,UPYD
882,2016,LasPalmas,VOX
2785,2016,LasPalmas,OTROS
901233,2016,Pontevedra,Censo
551762,2016,Pontevedra,Votantes
7089,2016,Pontevedra,Nulos
544673,2016,Pontevedra,Validos
4418,2016,Pontevedra,Blancos
208921,2016,Pontevedra,PP
137088,2016,Pontevedra,PODEMOS
118816,2016,Pontevedra,PSOE
48302,2016,Pontevedra,CS
16793,2016,Pontevedra,BNG
6497,2016,Pontevedra,PACMA
1360,2016,Pontevedra,VERDES
975,2016,Pontevedra,UPYD
1503,2016,Pontevedra,OTROS
308612,2016,Salamanca,Censo
204615,2016,Salamanca,Votantes
2132,2016,Salamanca,Nulos
202483,2016,Salamanca,Validos
1443,2016,Salamanca,Blancos
97672,2016,Salamanca,PP
43252,2016,Salamanca,PSOE
31878,2016,Salamanca,CS
25441,2016,Salamanca,PODEMOS
1359,2016,Salamanca,PACMA
683,2016,Salamanca,UPYD
326,2016,Salamanca,VERDES
429,2016,Salamanca,OTROS
833373,2016,SantaCruzdeTenerife,Censo
481925,2016,SantaCruzdeTenerife,Votantes
5259,2016,SantaCruzdeTenerife,Nulos
476666,2016,SantaCruzdeTenerife,Validos
2783,2016,SantaCruzdeTenerife,Blancos
163129,2016,SantaCruzdeTenerife,PP
101120,2016,SantaCruzdeTenerife,PSOE
85178,2016,SantaCruzdeTenerife,PODEMOS
60271,2016,SantaCruzdeTenerife,CCA
52576,2016,SantaCruzdeTenerife,CS
8243,2016,SantaCruzdeTenerife,PACMA
1417,2016,SantaCruzdeTenerife,VERDES
1949,2016,Santander,OTROS
498203,2016,Santander,Censo
341348,2016,Santander,Votantes
3781,2016,Santander,Nulos
337567,2016,Santander,Validos
2454,2016,Santander,Blancos
140252,2016,Santander,PP
79407,2016,Santander,PSOE
59845,2016,Santander,PODEMOS
48626,2016,Santander,CS
3369,2016,Santander,PACMA
1051,2016,Santander,UPYD
713,2016,Santander,VOX
483,2016,Santander,VERDES
1367,2016,Santander,OTROS
120823,2016,Segovia,Censo
89662,2016,Segovia,Votantes
1137,2016,Segovia,Nulos
88525,2016,Segovia,Validos
615,2016,Segovia,Blancos
40172,2016,Segovia,PP
19014,2016,Segovia,PSOE
13595,2016,Segovia,CS
13440,2016,Segovia,PODEMOS
612,2016,Segovia,PACMA
352,2016,Segovia,UPYD
277,2016,Segovia,VOX
202,2016,Segovia,VERDES
246,2016,Segovia,OTROS
1531806,2016,Sevilla,Censo
1044851,2016,Sevilla,Votantes
11739,2016,Sevilla,Nulos
1033112,2016,Sevilla,Validos
9582,2016,Sevilla,Blancos
347470,2016,Sevilla,PSOE
299884,2016,Sevilla,PP
214663,2016,Sevilla,PODEMOS
138086,2016,Sevilla,CS
13389,2016,Sevilla,PACMA
2712,2016,Sevilla,UPYD
2146,2016,Sevilla,VOX
1950,2016,Sevilla,VERDES
3230,2016,Sevilla,OTROS
76814,2016,Soria,Censo
50337,2016,Soria,Votantes
719,2016,Soria,Nulos
49618,2016,Soria,Validos
600,2016,Soria,Blancos
22264,2016,Soria,PP
12762,2016,Soria,PSOE
7599,2016,Soria,PODEMOS
5679,2016,Soria,CS
260,2016,Soria,PACMA
125,2016,Soria,UPYD
119,2016,Soria,VOX
90,2016,Soria,VERDES
120,2016,Soria,OTROS
562990,2016,Tarragona,Censo
347861,2016,Tarragona,Votantes
3241,2016,Tarragona,Nulos
344620,2016,Tarragona,Validos
3060,2016,Tarragona,Blancos
75328,2016,Tarragona,PODEMOS
67759,2016,Tarragona,ERC
53967,2016,Tarragona,PSOE
51241,2016,Tarragona,PP
47226,2016,Tarragona,CDC
39082,2016,Tarragona,CS
5680,2016,Tarragona,PACMA
853,2016,Tarragona,VERDES
424,2016,Tarragona,OTROS
109380,2016,Teruel,Censo
75932,2016,Teruel,Votantes
1010,2016,Teruel,Nulos
74922,2016,Teruel,Validos
704,2016,Teruel,Blancos
30913,2016,Teruel,PP
19724,2016,Teruel,PSOE
12558,2016,Teruel,PODEMOS
9871,2016,Teruel,CS
402,2016,Teruel,PACMA
125,2016,Teruel,VERDES
625,2016,Teruel,OTROS
518206,2016,Toledo,Censo
371866,2016,Toledo,Votantes
4363,2016,Toledo,Nulos
367503,2016,Toledo,Validos
1974,2016,Toledo,Blancos
159521,2016,Toledo,PP
97733,2016,Toledo,PSOE
53994,2016,Toledo,PODEMOS
47705,2016,Toledo,CS
3386,2016,Toledo,PACMA
1013,2016,Toledo,VOX
695,2016,Toledo,UPYD
564,2016,Toledo,VERDES
918,2016,Toledo,OTROS
1946046,2016,Valencia,Censo
1431843,2016,Valencia,Votantes
12322,2016,Valencia,Nulos
1419521,2016,Valencia,Validos
8508,2016,Valencia,Blancos
482855,2016,Valencia,PP
394227,2016,Valencia,PODEMOS
285732,2016,Valencia,PSOE
205489,2016,Valencia,CS
18994,2016,Valencia,PACMA
3381,2016,Valencia,VOX
2962,2016,Valencia,UPYD
2944,2016,Valencia,VERDES
14429,2016,Valencia,OTROS
433056,2016,Valladolid,Censo
319280,2016,Valladolid,Votantes
3512,2016,Valladolid,Nulos
315768,2016,Valladolid,Validos
2234,2016,Valladolid,Blancos
132026,2016,Valladolid,PP
71780,2016,Valladolid,PSOE
51637,2016,Valladolid,PODEMOS
49283,2016,Valladolid,CS
2225,2016,Valladolid,PACMA
1078,2016,Valladolid,VOX
1068,2016,Valladolid,UPYD
524,2016,Valladolid,VERDES
3913,2016,Valladolid,OTROS
948080,2016,Vizcaya,Censo
625444,2016,Vizcaya,Votantes
4225,2016,Vizcaya,Nulos
621219,2016,Vizcaya,Validos
3907,2016,Vizcaya,Blancos
179347,2016,Vizcaya,PODEMOS
175296,2016,Vizcaya,PNV
86425,2016,Vizcaya,PSOE
78965,2016,Vizcaya,PP
67653,2016,Vizcaya,BILDU
20685,2016,Vizcaya,CS
4865,2016,Vizcaya,PACMA
1176,2016,Vizcaya,VERDES
766,2016,Vizcaya,UPYD
641,2016,Vizcaya,VOX
1493,2016,Vizcaya,OTROS
173320,2016,Zamora,Censo
110339,2016,Zamora,Votantes
1446,2016,Zamora,Nulos
108893,2016,Zamora,Validos
1010,2016,Zamora,Blancos
52555,2016,Zamora,PP
26045,2016,Zamora,PSOE
15403,2016,Zamora,PODEMOS
12423,2016,Zamora,CS
537,2016,Zamora,PACMA
256,2016,Zamora,UPYD
174,2016,Zamora,VERDES
490,2016,Zamora,OTROS
734064,2016,Zaragoza,Censo
517144,2016,Zaragoza,Votantes
4009,2016,Zaragoza,Nulos
513135,2016,Zaragoza,Validos
4124,2016,Zaragoza,Blancos
179211,2016,Zaragoza,PP
125321,2016,Zaragoza,PSOE
104199,2016,Zaragoza,PODEMOS
86434,2016,Zaragoza,CS
5025,2016,Zaragoza,PACMA
1614,2016,Zaragoza,VOX
1395,2016,Zaragoza,UPYD
1137,2016,Zaragoza,VERDES
4675,2016,Zaragoza,OTROS
61587,2016,Ceuta,Censo
31194,2016,Ceuta,Votantes
357,2016,Ceuta,Nulos
30837,2016,Ceuta,Validos
316,2016,Ceuta,Blancos
15991,2016,Ceuta,PP
6974,2016,Ceuta,PSOE
3549,2016,Ceuta,CS
3345,2016,Ceuta,PODEMOS
333,2016,Ceuta,PACMA
139,2016,Ceuta,VOX
118,2016,Ceuta,VERDES
72,2016,Ceuta,UPYD
57795,2016,Melilla,Censo
27483,2016,Melilla,Votantes
362,2016,Melilla,Nulos
27121,2016,Melilla,Validos
268,2016,Melilla,Blancos
13522,2016,Melilla,PP
6805,2016,Melilla,PSOE
3352,2016,Melilla,CS
2667,2016,Melilla,PODEMOS
317,2016,Melilla,PACMA
146,2016,Melilla,UPYD
44,2016,Melilla,VERDES
